0.0322072,0.0353863,0.0356344,0.0385406,0.0517387,0.0658958,0.0796864,0.087862,0.0848661,0.0697176,0.052016,0.0403845
0.00793616,0.00876261,0.0144368,0.017592,0.0204337,0.026258,0.0272853,0.0332629,0.0297833,0.0222131,0.0235073,0.0156555
0.00835679,0.00735839,0.00550117,0.00667664,0.00895286,0.00739301,0.00655182,0.0122878,0.0161835,0.0178768,0.0185674,0.0171213
0.00979043,0.00948686,0.00716057,0.00594296,0.00629546,0.00961074,0.0116342,0.00671249,0.00554747,0.00974487,0.0137622,0.0102676
0.0318143,0.028676,0.0250122,0.0205306,0.0193419,0.0209646,0.0221483,0.0260791,0.0265426,0.0226741,0.0218226,0.0144217
0.0413928,0.030241,0.0265993,0.0210059,0.0167041,0.0242565,0.0244484,0.0297902,0.0339747,0.0378339,0.0333114,0.0195284
0.0230012,0.0131371,0.0160756,0.0115282,0.00453059,0.00796353,0.00964149,0.00984682,0.0158184,0.0173717,0.00919976,0.0104025
0.0134687,0.00695416,0.00694204,0.00598534,0.00435411,0.00312893,0.00635158,0.00922213,0.00823821,0.00811477,0.00907227,0.00794903
0.0136348,0.0109246,0.00603154,0.00513659,0.00559489,0.00602478,0.00647477,0.00903554,0.00580022,0.00849063,0.00743207,0.00823875
0.0330255,0.0369856,0.035161,0.0349913,0.0409669,0.0459487,0.0655655,0.105292,0.105172,0.0824978,0.0533636,0.0326678
0.0118554,0.0098556,0.0133197,0.0121673,0.00702677,0.0160642,0.0300382,0.029969,0.0154574,0.0136216,0.0176515,0.0149901
0.00715417,0.0122827,0.00783593,0.00697149,0.00687244,0.00637626,0.00825346,0.0135099,0.0164602,0.0208363,0.0176913,0.0134378
0.0170358,0.0154154,0.0112854,0.0127603,0.0102897,0.00953218,0.0172553,0.0190527,0.0138659,0.0157314,0.0138023,0.00906729
0.0470382,0.0353842,0.0327506,0.0295683,0.02689,0.0268681,0.0282773,0.035783,0.0331199,0.0351656,0.0318332,0.0257967
0.0419228,0.023084,0.0218046,0.0179737,0.00911133,0.0167268,0.0194648,0.0198292,0.0280754,0.0307557,0.0245186,0.0211097
0.0197775,0.00496655,0.00846085,0.00824228,0.00464548,0.00571602,0.00571499,0.00807945,0.0124052,0.0185598,0.0138176,0.00782489
0.0123936,0.0105066,0.0064195,0.0043976,0.00347618,0.00146023,0.00451528,0.00771323,0.00577119,0.00625281,0.00655465,0.00464139
0.023871,0.0203171,0.0197498,0.0201921,0.0213843,0.0227748,0.0306469,0.0364745,0.0374953,0.0376057,0.0339438,0.0234012
0.0217494,0.0194783,0.0191806,0.0285137,0.0288556,0.0353601,0.0615113,0.0646413,0.0238859,0.0623992,0.0462612,0.0261406
0.0148933,0.0107806,0.00927475,0.0113942,0.0103149,0.00850663,0.014439,0.0160428,0.0162626,0.0188794,0.012276,0.00872465
0.0115271,0.00721881,0.00616582,0.00575628,0.00470045,0.00641054,0.00668727,0.00642002,0.0101405,0.0090742,0.0102568,0.0138097
0.0286665,0.0221793,0.0207205,0.019996,0.0153748,0.017727,0.0192847,0.0220971,0.0237239,0.0246366,0.0187975,0.0152276
0.0391921,0.031268,0.0344546,0.0263968,0.0210104,0.026266,0.027866,0.0339159,0.038675,0.0349652,0.0278061,0.0183129
0.0351294,0.0187946,0.0141535,0.0127072,0.00386297,0.00915534,0.0127751,0.0121751,0.0198084,0.0223449,0.0121235,0.0118963
0.0143299,0.00892028,0.00883335,0.00576546,0.00488049,0.00514994,0.00743064,0.00645237,0.00560215,0.00737394,0.00608287,0.00810486
0.0129639,0.00672666,0.00524381,0.00595869,0.00529419,0.00400407,0.00583153,0.00956524,0.00811986,0.00629269,0.00849372,0.00813068
0.030274,0.0319347,0.0311807,0.0386069,0.0545705,0.0621861,0.0689763,0.0875783,0.10485,0.0857493,0.0692644,0.0471115
