,Number_of_Pitches,Number_of_Pitch_Classes,Range,Mean_Pitch,Mean_Pitch_Class,Most_Common_Pitch,Most_Common_Pitch_Class,Interval_Between_Most_Prevalent_Pitches,Pitch_Variability,Most_Common_Melodic_Interval
"\\file-alpha\scsa_group1\scsa_fs_student3\student\2206850F\Desktop\Twinkle Twinkle.mid",11.0, 6.0, 21.0, 58.0, 4.911, 55.0, 7.0, 3.0, 6.158, 2.0
